"","Title","Prod_year","Is_sequel","Run_time","Creative_type","Source","Prod_method","Genre","Prod_budget","Dom_BO","Intl_BO","Total_BO","Infl_Adj_Dom_BO","MPAA_rating","Rel_date_TH","Keywords","Prod_company","Opening_rev","Opening_theaters"
"150","Halloween II",1981,1,NA,"Contemporary Fiction",NA,"Live Action","Horror",2500000,25533818,0,25533818,81744951,NA,1981-10-30,"Halloween II - Teenage Slasher",NA,7676836,1217
"151","Time Bandits",1981,0,NA,"Fantasy","Original Screenplay","Live Action","Adventure",12000000,37400000,0,37400000,119071115,NA,1981-11-06,"Time Bandits - Time Travel",NA,6507356,821
"152","The Pursuit of D.B. Cooper",1981,0,NA,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",12000000,2104164,0,2104164,6736348,NA,1981-11-13,NA,NA,1124671,842
"153","Reds",1981,0,195,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",33500000,50000000,0,5e+07,154951189,"PG",1981-12-04,"Reds - Biography",NA,2411083,389
"154","Taps",1981,0,132,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",14000000,35856053,0,35856053,111133606,"PG",1981-12-09,NA,"Twentieth Century Fox",93005,3
"155","Heartbeeps",1981,0,NA,"Science Fiction","Original Screenplay","Live Action","Comedy",10000000,6000000,0,6e+06,19208630,NA,1981-12-18,NA,NA,407464,493
"156","Modern Problems",1981,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",8000000,24474312,0,24474312,76911255,NA,1981-12-25,NA,"Twentieth Century Fox",4758371,1111
"157","The Border",1982,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Drama",13500000,6118683,0,6118683,18522538,NA,1982-01-29,NA,NA,520837,84
"158","La Guerre du feu",1982,0,NA,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Adventure",12500000,20959585,0,20959585,63449079,NA,1982-02-12,NA,NA,0,0
"159","Porky's",1982,0,98,"Historical Fiction","Original Screenplay","Live Action","Comedy",4000000,109492484,0,109492484,331456835,"R",1982-03-19,NA,NA,7623988,1148
"160","Diner",1982,0,NA,"Historical Fiction","Original Screenplay","Live Action","Comedy",5000000,12592907,0,12592907,38121379,NA,1982-04-02,"Diner - Coming of Age",NA,0,0
"161","Cat People",1982,0,NA,"Fantasy","Remake","Live Action","Drama",12500000,7000000,14000000,2.1e+07,21190473,"R",1982-04-02,NA,NA,1617636,600
"162","Conan the Barbarian",1982,0,129,"Fantasy","Based on Fiction Book/Short Story","Live Action","Action",20000000,38264085,40850000,79114085,115833447,NA,1982-05-14,"Conan the Barbarian - Sword & Sorcerer",NA,9479373,1358
"163","Mad Max 2: The Road Warrior",1982,1,NA,"Science Fiction",NA,"Live Action","Action",2000000,24600832,0,24600832,74471898,NA,1982-05-21,"Mad Max 2: The Road Warrior - Post Apocalypse",NA,2527864,704
"164","Poltergeist",1982,0,114,"Fantasy","Original Screenplay","Live Action","Horror",10700000,74706019,47000000,121706019,226150869,"PG",1982-06-04,"Poltergeist - Hauntings","Metro Goldwyn Mayer Pictures",6896612,890
"165","Star Trek II: The Wrath of Khan",1982,1,NA,"Science Fiction","Based on TV","Live Action","Adventure",12000000,78912963,16887037,95800000,238886173,"PG",1982-06-04,"Star Trek II: The Wrath of Khan - Visual Effects",NA,14347221,1621
"166","ET: The Extra-Terrestrial",1982,0,114,"Kids Fiction","Original Screenplay","Live Action","Drama",10500000,435110554,357854772,792965326,1196354118,"PG",1982-06-11,"ET: The Extra-Terrestrial - Friendly Alien on Earth","Universal",11911430,1101
"167","Firefox",1982,0,136,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Action",21000000,45785720,0,45785720,138603029,"PG",1982-06-18,NA,NA,8152948,881
"168","Megaforce",1982,0,NA,"Science Fiction","Original Screenplay","Live Action","Action",18000000,5675599,0,5675599,17181228,NA,1982-06-25,NA,NA,2350021,1193
"169","Blade Runner",1982,0,117,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",28000000,32656328,483290,33139618,93839633,"R",1982-06-25,"Blade Runner - Cloning","Warner Bros.",6150002,1295
"170","Tron",1982,0,NA,"Science Fiction","Original Screenplay","Animation/Live Action","Action",17000000,26918576,0,26918576,81488204,NA,1982-07-09,"Tron - Visual Effects",NA,4761795,1091
"171","The Best Little Whorehouse in Texas",1982,0,NA,"Contemporary Fiction","Based on Musical or Opera","Live Action","Comedy",20500000,69701637,0,69701637,211001547,"R",1982-07-23,NA,NA,11874268,1400
"172","Friday the 13th Part 3",1982,1,NA,"Contemporary Fiction",NA,"Live Action","Horror",2250000,36690067,0,36690067,111068565,NA,1982-08-13,"Friday the 13th Part 3 - Teenage Slasher",NA,9406522,1079
"173","Fast Times at Ridgemont High",1982,0,NA,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Comedy",4500000,27092880,0,27092880,82015859,NA,1982-08-13,"Fast Times at Ridgemont High - Novel Adapted by Author",NA,2545674,498
"174","The Beastmaster",1982,0,NA,"Fantasy","Based on Fiction Book/Short Story","Live Action","Action",5000000,10751126,0,10751126,32545921,NA,1982-08-20,"The Beastmaster - Sword & Sorcerer",NA,2955641,1013
"175","Class of 1984",1982,0,98,"Contemporary Fiction","Original Screenplay","Live Action","Drama",3250000,6965361,0,6965361,21085613,NA,1982-08-20,NA,NA,0,0
"176","Jekyll and Hyde... Together Again",1982,0,NA,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Comedy",5000000,3707583,0,3707583,11223630,NA,1982-08-27,NA,NA,115797,28
"177","Inchon",1982,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",46000000,4408636,0,4408636,13345870,NA,1982-09-17,NA,NA,2326112,1291
"178","First Blood",1982,0,NA,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Action",14000000,47212904,78000000,125212904,142111053,"R",1982-10-22,"First Blood - Returning Soldiers",NA,6642005,901
"179","Halloween 3: Season of the Witch",1982,1,NA,"Contemporary Fiction",NA,"Live Action","Horror",2500000,14400000,0,14400000,43591835,NA,1982-10-22,"Halloween 3: Season of the Witch - Teenage Slasher",NA,6333259,1297
"180","The Man From Snowy River",1982,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",5000000,20659423,0,20659423,59691428,NA,1982-11-03,"The Man From Snowy River - Twins",NA,694126,158
"181","Creepshow",1982,0,NA,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Horror",8000000,20036244,0,20036244,60653927,NA,1982-11-10,"Creepshow - Segments",NA,5870889,1127
"182","Q",1982,0,NA,"Fantasy","Original Screenplay","Live Action","Horror",1200000,255000,0,255000,771933,NA,1982-11-19,"Q - Monster",NA,255000,67
"183","The Verdict",1982,0,129,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",16000000,53977250,0,53977250,155811579,"R",1982-12-08,NA,NA,100982,3
"184","Gandhi",1982,0,191,"Dramatization","Based on Real Life Events","Live Action","Drama",22000000,52767889,75000000,127767889,149357450,"PG",1982-12-08,"Gandhi - Biography",NA,131153,4
"185","Tootsie",1982,0,116,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",15000000,177200000,0,177200000,508914051,"PG",1982-12-17,"Tootsie - Cross-Dressing",NA,5540470,943
"186","E tu vivrai nel terrore - L'aldilà",1983,0,89,"Fantasy","Original Screenplay","Live Action","Horror",400000,126387,0,126387,239837,NA,1983-01-01,"E tu vivrai nel terrore - L'aldilà - Foreign Language",NA,0,0
"187","Videodrome",1983,0,NA,"Fantasy","Original Screenplay","Live Action","Horror",5952000,2120439,0,2120439,5991080,NA,1983-02-04,"Videodrome - TV Industry",NA,1194175,600
"188","Lovesick",1983,0,NA,"Fantasy","Original Screenplay","Live Action","Comedy",10100000,10143618,0,10143618,28659744,NA,1983-02-18,NA,NA,3093281,718
"189","The Outsiders",1983,0,91,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",10000000,25697647,0,25697647,72606049,"PG-13",1983-03-25,"The Outsiders - Coming of Age","Pony Boy",5068165,829
"190","Losin' It",1983,0,100,"Historical Fiction","Original Screenplay","Live Action","Comedy",7000000,1246141,0,1246141,3520840,"R",1983-04-08,NA,"Joel B. Michaels",0,0
"191","The Evil Dead",1983,0,NA,NA,NA,"Live Action","Horror",375000,2400000,27000000,29400000,6780946,"NC-17",1983-04-15,"The Evil Dead - Possessed",NA,0,0
"192","Lone Wolf McQuade",1983,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Action",5000000,12232628,0,12232628,34562020,NA,1983-04-15,"Lone Wolf McQuade - Martial Arts",NA,4300000,1221
"193","Flashdance",1983,0,95,"Contemporary Fiction","Original Screenplay","Live Action","Drama",7000000,90463574,111000000,201463574,255595487,"R",1983-04-15,"Flashdance - Performing Arts",NA,4076124,1140
"194","WarGames",1983,0,NA,"Science Fiction","Original Screenplay","Live Action","Thriller/Suspense",12000000,74433837,0,74433837,210305122,"R",1983-06-03,"War Games - Video Game",NA,6227804,843
"195","Octopussy",1983,1,131,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Action",27500000,67900000,119600000,187500000,191844440,"PG",1983-06-10,"Octopussy - Secret Agent",NA,8902564,1311
"196","Superman III",1983,1,NA,"Super Hero","Based on Comic/Graphic Novel","Live Action","Adventure",39000000,59950623,0,59950623,169384293,"PG",1983-06-17,"Superman III - D.C. Comics",NA,13352357,1759
"197","Twilight Zone: The Movie",1983,0,101,"Fantasy","Based on TV","Live Action","Horror",10000000,29500000,0,29500000,83349203,"PG",1983-06-24,"Twilight Zone: The Movie - Segments","Warner Bros.",6614366,1275
"198","National Lampoon’s Vacation",1983,0,98,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",15000000,61400000,0,61400000,173479361,"R",1983-07-29,"National Lampoon's Summer Vacation - Family Vacations",NA,8333358,1175
"199","The Ballad of Gregorio Cortez",1983,0,NA,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Western",1305000,909000,0,909000,2568282,NA,1983-08-19,NA,NA,15477,1
"200","Brainstorm",1983,0,NA,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Thriller/Suspense",15000000,8921050,0,8921050,25205503,NA,1983-09-30,NA,NA,1196965,169
"201","Never Say Never Again",1983,1,134,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Action",36000000,55500000,104500000,1.6e+08,156447271,"PG",1983-10-07,"Never Say Never Again - Secret Agent",NA,10958157,1550
"202","The Dead Zone",1983,0,NA,"Fantasy","Based on Fiction Book/Short Story","Live Action","Horror",10000000,20766000,0,20766000,58672182,NA,1983-10-21,"The Dead Zone - Political",NA,4556083,1293
"203","The Right Stuff",1983,0,NA,"Dramatization","Based on Fiction Book/Short Story","Live Action","Action",27000000,21500000,0,21500000,59368803,NA,1983-10-21,NA,NA,1601167,229
"204","The Wicked Lady",1983,0,98,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",8000000,589308,0,589308,1665021,"R",1983-10-28,NA,NA,360772,348
"205","Yentl",1983,0,NA,NA,"Based on Fiction Book/Short Story","Live Action","Musical",12000000,39012241,0,39012241,106634442,NA,1983-11-18,"Yentl - Cross-Dressing",NA,341768,13
"206","A Christmas Story",1983,0,94,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Comedy",3250000,20605209,0,20605209,58129629,"PG",1983-11-18,"A Christmas Story - Christmas",NA,2071473,886
"207","Scarface",1983,0,NA,"Historical Fiction","Remake","Live Action","Drama",25000000,44942821,0,44942821,118267873,"Not Rated",1983-12-09,"Scarface - Mafia",NA,4597536,996
"208","Footloose",1984,0,110,"Contemporary Fiction","Original Screenplay","Live Action","Musical",8200000,80000000,0,8e+07,211904755,"PG",1984-02-17,"Footloose - Dancing",NA,8556935,1384
"209","Repo Man",1984,0,NA,"Science Fiction","Original Screenplay","Live Action","Comedy",1500000,2300000,0,2300000,6092255,NA,1984-03-02,NA,NA,95300,39
"210","Splash",1984,0,109,"Fantasy","Original Screenplay","Live Action","Comedy",8000000,62599495,0,62599495,165814138,"PG",1984-03-09,NA,"Touchstone Pictures",6174059,829
"211","The Hotel New Hampshire",1984,0,NA,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Drama",7500000,5142858,0,5142858,13622447,NA,1984-03-09,"The Hotel New Hampshire - Dysfunctional Family",NA,1075800,244
"212","Pete’s Dragon",1977,0,NA,NA,NA,NA,NA,10000000,36000000,0,3.6e+07,143677123,NA,1984-03-09,"Pete's Dragon - Live Action Cartoon",NA,0,0
"213","The Ice Pirates",1984,0,NA,"Science Fiction","Original Screenplay","Live Action","Comedy",9000000,13075390,0,13075390,34634217,NA,1984-03-16,NA,NA,4358022,1175
"214","Police Academy",1984,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Comedy",4500000,81198894,0,81198894,215080399,"R",1984-03-23,"Police Academy - Police life",NA,8570007,1063
"215","Friday the 13th Part IV: The Final Chapter",1984,1,NA,"Fantasy",NA,"Live Action","Horror",2600000,32980880,0,32980880,87360068,NA,1984-04-13,"Friday the 13th Part IV: The Final Chapter - Teenage Slasher",NA,11183148,1594
"216","Love Letters",1984,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",550000,5269990,0,5269990,13959196,"PG-13",1984-04-27,NA,NA,54862,7
"217","Firestarter",1984,0,NA,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Horror",15000000,15136870,0,15136870,40094678,NA,1984-05-11,NA,NA,4726660,1356
"218","Indiana Jones and the Temple of Doom",1984,1,118,"Historical Fiction","Original Screenplay","Live Action","Adventure",28000000,179880271,153200000,333080271,476468567,"PG",1984-05-23,"Indiana Jones and the Temple of Doom - Treasure Hunters","Lucasfilm",25337110,1687
"219","Once Upon a Time in America",1984,0,NA,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",30000000,5321508,242506,5564014,14095660,"R",1984-06-01,"Once Upon a Time in America - Mafia",NA,2412014,894
"220","Star Trek III: The Search for Spock",1984,1,NA,"Science Fiction","Based on TV","Live Action","Adventure",18000000,76471046,10528954,8.7e+07,202557227,"PG",1984-06-01,"Star Trek III: The Search for Spock - Visual Effects",NA,16673229,1966
"221","Gremlins",1984,0,111,"Fantasy","Original Screenplay","Live Action","Comedy",11000000,148168459,31056,148199515,392470020,"PG",1984-06-08,"Gremlins - Visual Effects","Amblin Entertainment",12511634,1511
"222","Ghostbusters",1984,0,107,"Fantasy","Original Screenplay","Live Action","Adventure",30000000,242212467,53000000,295212467,608269379,"PG",1984-06-08,"Ghostbusters - Visual Effects","Columbia Pictures",13612564,1339
"223","The Karate Kid",1984,0,126,"Contemporary Fiction","Original Screenplay","Live Action","Action",8000000,90815558,0,90815558,240553107,"PG",1984-06-22,"The Karate Kid - Martial Arts","Sony Pictures",5031753,931
"224","Conan the Destroyer",1984,1,NA,"Fantasy","Based on Fiction Book/Short Story","Live Action","Action",18000000,26400000,0,26400000,69928564,NA,1984-06-29,"Conan the Destroyer - Sword & Sorcerer",NA,6876768,1120
"225","Die Unendliche Geschichte",1984,0,NA,"Fantasy","Based on Fiction Book/Short Story","Live Action","Adventure",27000000,21300000,0,21300000,56419637,NA,1984-07-20,NA,NA,4325823,950
"226","Sheena",1984,0,NA,"Contemporary Fiction","Based on Comic/Graphic Novel","Live Action","Adventure",25000000,5778353,0,5778353,15305748,NA,1984-08-17,NA,NA,2950114,1496
"227","C.H.U.D.",1984,0,NA,"Fantasy","Original Screenplay","Live Action","Horror",1250000,4700000,0,4700000,12449400,NA,1984-08-31,"C.H.U.D. - Zombies",NA,1762922,310
"228","Amadeus",1984,0,NA,"Dramatization","Based on Play","Live Action","Drama",18000000,51973029,0,51973029,133120513,"R",1984-09-19,"Amadeus - Biography",NA,505276,25
"229","The Terminator",1984,0,107,"Science Fiction","Original Screenplay","Live Action","Action",6400000,38019031,40000000,78019031,100430546,"R",1984-10-26,"The Terminator - End of the World","Hemdale",4020663,1005
"230","Body Double",1984,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",10000000,8801940,0,8801940,23314663,NA,1984-10-26,"Body Double - Film Noir",NA,2837978,1428
"231","A Nightmare on Elm Street",1984,0,91,"Fantasy","Original Screenplay","Live Action","Horror",1800000,25504513,0,25504513,67556589,"R",1984-11-09,"A Nightmare on Elm Street - Teenage Slasher","New Line Cinema",1271000,165
"232","Beverly Hills Cop",1984,0,105,"Contemporary Fiction","Original Screenplay","Live Action","Action",15000000,234760478,81539522,316300000,603280261,"R",1984-12-05,"Beverly Hills Cop - Undercover","Don Simpson",15214805,1532
"233","A Passage to India",1984,0,NA,"Historical Fiction","Based on Fiction Book/Short Story","Live Action","Drama",27500000,27187653,0,27187653,68350656,NA,1984-12-14,NA,NA,84580,3
"234","Dune",1984,0,NA,"Science Fiction","Based on Fiction Book/Short Story","Live Action","Action",45000000,27447471,0,27447471,72195634,NA,1984-12-14,NA,NA,6025091,915
"235","The Cotton Club",1984,0,NA,"Historical Fiction","Original Screenplay","Live Action","Drama",48000000,25928721,0,25928721,67365444,NA,1984-12-14,"The Cotton Club - Mafia",NA,2903603,808
"236","Blood Simple",1985,0,99,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",1500000,1690913,1039964,2730877,2792037,"R",1985-01-18,"Blood Simple - Film Noir",NA,0,0
"237","Witness",1985,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Thriller/Suspense",12000000,65532576,0,65532576,164292932,"R",1985-02-08,"Witness - Religious",NA,4539990,876
"238","Def-Con 4",1985,0,NA,"Science Fiction","Original Screenplay","Live Action","Action",1300000,210904,0,210904,528740,NA,1985-03-15,"Def-Con 4 - Post Apocalypse",NA,210904,54
"239","Friday the 13th Part V: A New Beginning",1985,1,NA,"Contemporary Fiction",NA,"Live Action","Horror",2200000,21930418,0,21930418,54980480,NA,1985-03-22,"Friday the 13th Part V: A New Beginning - Teenage Slasher",NA,8032883,1759
"240","The Last Dragon",1985,0,NA,"Contemporary Fiction","Original Screenplay","Live Action","Action",10000000,33000000,0,3.3e+07,82732389,NA,1985-03-22,"The Last Dragon - Mafia",NA,5254359,1038
"241","Ladyhawke",1985,0,NA,"Fantasy","Original Screenplay","Live Action","Action",20000000,18400000,0,18400000,46129572,NA,1985-04-12,"Ladyhawke - Sword & Sorcerer",NA,3450536,1057
"242","Rambo: First Blood Part II",1985,1,96,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Action",44000000,150415432,149984568,300400000,377097842,"R",1985-05-22,"Rambo: First Blood Part II - Rescue","Anabasis Investments",25520843,2074
"243","A View to a Kill",1985,1,131,"Contemporary Fiction","Based on Fiction Book/Short Story","Live Action","Action",30000000,50327960,102300000,152627960,126174321,"PG",1985-05-24,"A View to a Kill - Secret Agent",NA,13294435,1583
